url,http_status,content_type,title,canonical,h1_count,jsonld_script_count,inbound_html_pages,reachable_from_home
https://rangeljanitorial.com/blog/murrieta-school-district-vendor-selection,200,text/html; charset=UTF-8,Murrieta School District Cleaning Vendor Selection: A Guide for Facilities Directors | Rangel Janitorial,https://rangeljanitorial.com/blog/murrieta-school-district-vendor-selection,1,2,2,False
https://rangeljanitorial.com/blog/murrieta-hospitality-tasting-room-cleaning,200,text/html; charset=UTF-8,Temecula Hospitality and Tasting Room Cleaning Best Practices | Rangel Janitorial,https://rangeljanitorial.com/blog/murrieta-hospitality-tasting-room-cleaning,1,2,1,False
https://rangeljanitorial.com/blog/murrieta-hoa-multifamily-cleaning,200,text/html; charset=UTF-8,Murrieta HOA and Multi-Family Janitorial Service Guide | Rangel Janitorial,https://rangeljanitorial.com/blog/murrieta-hoa-multifamily-cleaning,1,2,0,False
https://rangeljanitorial.com/blog/murrieta-auto-dealership-showroom-cleaning,200,text/html; charset=UTF-8,"Inland Empire Auto Dealership Cleaning: Showrooms, Service Bays, and Customer Experience | Rangel Janitorial",https://rangeljanitorial.com/blog/murrieta-auto-dealership-showroom-cleaning,1,2,0,False
https://rangeljanitorial.com/blog/murrieta-class-a-day-porter,200,text/html; charset=UTF-8,Day Porter Services for Murrieta Class A Office Buildings | Rangel Janitorial,https://rangeljanitorial.com/blog/murrieta-class-a-day-porter,1,2,3,False
https://rangeljanitorial.com/blog/murrieta-post-construction-cleaning,200,text/html; charset=UTF-8,Post-Construction Cleaning in the Inland Empire Building Boom | Rangel Janitorial,https://rangeljanitorial.com/blog/murrieta-post-construction-cleaning,1,2,1,False
https://rangeljanitorial.com/blog/murrieta-electrostatic-disinfection-flu-season,200,text/html; charset=UTF-8,"Murrieta Electrostatic Disinfection: Flu Season, Cold and Flu Outbreaks, and Workplace Wellness | Rangel Janitorial",https://rangeljanitorial.com/blog/murrieta-electrostatic-disinfection-flu-season,1,2,0,False
https://rangeljanitorial.com/blog/murrieta-green-cleaning-sustainability,200,text/html; charset=UTF-8,Murrieta Green Cleaning: Sustainability for Inland Empire Offices and Schools | Rangel Janitorial,https://rangeljanitorial.com/blog/murrieta-green-cleaning-sustainability,1,2,0,False
https://rangeljanitorial.com/blog/walnut-creek-class-a-office-tower-cleaning,200,text/html; charset=UTF-8,Walnut Creek Class A Office Tower Cleaning Standards | Rangel Janitorial,https://rangeljanitorial.com/blog/walnut-creek-class-a-office-tower-cleaning,1,2,6,False
https://rangeljanitorial.com/blog/walnut-creek-biotech-lab-cleaning,200,text/html; charset=UTF-8,East Bay Biotech and Lab Cleaning: Sterile Environment Requirements | Rangel Janitorial,https://rangeljanitorial.com/blog/walnut-creek-biotech-lab-cleaning,1,2,1,False
https://rangeljanitorial.com/blog/walnut-creek-bart-office-cleaning,200,text/html; charset=UTF-8,Walnut Creek BART-Adjacent Office Cleaning: High-Traffic Strategies | Rangel Janitorial,https://rangeljanitorial.com/blog/walnut-creek-bart-office-cleaning,1,2,1,False
https://rangeljanitorial.com/blog/walnut-creek-lamorinda-boutique-office,200,text/html; charset=UTF-8,"Lamorinda Boutique Office Cleaning: Lafayette, Orinda, and Moraga | Rangel Janitorial",https://rangeljanitorial.com/blog/walnut-creek-lamorinda-boutique-office,1,2,1,False
https://rangeljanitorial.com/blog/walnut-creek-tri-valley-tech-campus,200,text/html; charset=UTF-8,"Tri-Valley Tech Campus Cleaning: Pleasanton, Dublin, and San Ramon | Rangel Janitorial",https://rangeljanitorial.com/blog/walnut-creek-tri-valley-tech-campus,1,2,0,False
